ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,itemCategory,itemId,chanceWeight,quantity,onlyForClass,eventFlagId,unknown_6,unknown_7,midstPadding,weaponTypeDiscovery,
2000053,<Rare Untyped> Rare Untyped Colossal Weapon,1,0,[0|0|0],7,230000053,100,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> Rare Torch,0,0,[0|0|0],7,240000003,100,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> Rare Untyped Small Shield,1,0,[0|0|0],7,300000053,100,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> Rare Untyped Medium Shield,1,0,[0|0|0],7,310000053,100,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> Rare Untyped Greatshield,1,0,[0|0|0],7,320000053,100,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> Rare Staff,1,0,[0|0|0],7,330000003,100,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> Rare Seal,1,0,[0|0|0],7,340000003,100,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> (0% weight),1,0,[0|0|0],7,400000003,0,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> Rare Bow,1,0,[0|0|0],7,410000003,100,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> (0% weight),1,0,[0|0|0],7,420000053,100,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> Rare Crossbow,0,0,[0|0|0],7,430000003,100,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> Rare Ballista,0,0,[0|0|0],7,440000003,100,1,0,0,-1,0,[0|0|0|0],-1
2000053,<Rare Untyped> Rare Ballista,0,0,[0|0|0],7,440000031,59999,1,0,0,-1,0,[0|0|0|0],-1
190000004,<Legendary Scythe> [Rare] Obsidian Lamina,1,0,[0|0|0],6,19500000,100,1,0,0,-1,0,[0|0|0|0],-1
450000000,Common Broken Straightsword,0,0,[0|0|0],6,2130000,100,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Backhand Blade,0,0,[0|0|0],6,64500000,100,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Gotthard Twinswords,0,0,[0|0|0],6,2570000,100,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Dryleaf Arts,0,0,[0|0|0],6,21800000,100,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Spread Crossbow,0,0,[0|0|0],6,43100000,50,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Sellsword Twinblades,0,0,[0|0|0],6,70900000,100,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Dragonslayer Axe,0,0,[0|0|0],6,14200000,100,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Smithscript Dagger,0,0,[0|0|0],6,63500000,80,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Smithscript Cirque,0,0,[0|0|0],6,64510000,80,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Milady,0,0,[0|0|0],6,67500000,100,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Great Katana,0,0,[0|0|0],6,66500000,100,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Dueling Shield,0,0,[0|0|0],6,62500000,50,1,0,0,-1,0,[0|0|0|0],-1
450000001,uncommon Carian Thrusting Shield,0,0,[0|0|0],6,62510000,50,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Aquamarine Dagger,0,0,[0|0|0],6,11400000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Ringed Knight Paired Greatsword,0,0,[0|0|0],6,16300000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Dane's Footwork,0,0,[0|0|0],6,21900000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Demon's Scar,0,0,[0|0|0],6,7130000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Carian Thrusting Sword,0,0,[0|0|0],6,2530000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Repeating Crossbow,0,0,[0|0|0],6,43090000,50,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Ringed Knight Spear,0,0,[0|0|0],6,16200000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Black Knight Greataxe,0,0,[0|0|0],6,15150000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Fume Ultra Greatsword,0,0,[0|0|0],6,4090000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Claws of Night,0,0,[0|0|0],6,22500000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Ledo's great hammer,0,0,[0|0|0],6,12220000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Crucifix of the Mad King,0,0,[0|0|0],6,18170000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Crow Quills,0,0,[0|0|0],6,5070000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Greatsword of Solitude,0,0,[0|0|0],6,3550000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Ringed Knight Straight Sword,0,0,[0|0|0],6,2120000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Sword of Darkness,0,0,[0|0|0],6,2560000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Sword of Light,0,0,[0|0|0],6,2550000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Curseblade Cirque,0,0,[0|0|0],6,64520000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Dragon-hunter's Great Katana,0,0,[0|0|0],6,66510000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Rakshasa's Great katana,0,0,[0|0|0],6,66520000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Leda's Sword,0,0,[0|0|0],6,67510000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Sword of Night,0,0,[0|0|0],6,9100000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Ansbach's Longbow,0,0,[0|0|0],6,41080000,80,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Lothric's Holy Sword,0,0,[0|0|0],6,2160000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Lorian's Greatsword,0,0,[0|0|0],6,4120000,100,1,0,0,-1,0,[0|0|0|0],-1
450000003,Legendary Gael's Greatsword,0,0,[0|0|0],6,3520000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Quakestone Hammer,0,0,[0|0|0],6,12400000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Harald Curved Greatsword,0,0,[0|0|0],6,8090000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Star-Lined Sword,0,0,[0|0|0],6,9110000,100,1,0,0,-1,0,[0|0|0|0],-1
450000002,Rare Devonia's hammer,0,0,[0|0|0],6,23500000,100,1,0,0,-1,0,[0|0|0|0],-1
450000000,Legendary Shadow Sunflower Blossom,0,0,[0|0|0],6,23510000,100,1,0,0,-1,0,[0|0|0|0],-1
450000003,Legendary Spear of the Impaler,0,0,[0|0|0],6,17040000,100,1,0,0,-1,0,[0|0|0|0],-1
450000003,Legendary Vordt's Great Hammer,0,0,[0|0|0],6,12300000,100,1,0,0,-1,0,[0|0|0|0],-1
450000003,Legendary Twin Princes' Greatsword,0,0,[0|0|0],6,3560000,100,1,0,0,-1,0,[0|0|0|0],-1
450000003,Legendary Friede's Great Scythe,0,0,[0|0|0],6,10180000,100,1,0,0,-1,0,[0|0|0|0],-1
450000003,Legendary Obsidian Lamina,0,0,[0|0|0],6,19500000,100,1,0,0,-1,0,[0|0|0|0],-1
450000003,Legendary Euporia,0,0,[0|0|0],6,10500000,100,1,0,0,-1,0,[0|0|0|0],-1
450000003,Legendary Rellana's Twin Blades,0,0,[0|0|0],6,67700000,100,1,0,0,-1,0,[0|0|0|0],-1
450000003,Legendary Frayed Blade,0,0,[0|0|0],6,9090000,100,1,0,0,-1,0,[0|0|0|0],-1
450000003,Legendary Ancient Meteoric ore Greatsword,0,0,[0|0|0],6,4500000,100,1,0,0,-1,0,[0|0|0|0],-1
450000003,Legendary Farron Greatsword,0,0,[0|0|0],6,4600000,100,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Backhand Blade,0,0,[0|0|0],6,64500050,100,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Gotthard Twinswords,0,0,[0|0|0],6,2570050,100,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Dryleaf Arts,0,0,[0|0|0],6,21800050,100,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Spread Crossbow,0,0,[0|0|0],6,43100050,50,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Sellsword Twinblades,0,0,[0|0|0],6,70900050,100,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Dragonslayer Axe,0,0,[0|0|0],6,14200050,100,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Smithscript Dagger,0,0,[0|0|0],6,63500050,80,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Smithscript Cirque,0,0,[0|0|0],6,64510050,80,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Milady,0,0,[0|0|0],6,67500050,100,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Great Katana,0,0,[0|0|0],6,66500050,100,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Dueling Shield,0,0,[0|0|0],6,62500050,50,1,0,0,-1,0,[0|0|0|0],-1
450000051,uncommon untyped Carian Thrusting Shield,0,0,[0|0|0],6,62510050,50,1,0,0,-1,0,[0|0|0|0],-1
450000052,Rare Untyped Ansbach's Longbow,0,0,[0|0|0],6,41080050,100,1,0,0,-1,0,[0|0|0|0],-1
450000061,uncommon rot Backhand Blade,0,0,[0|0|0],6,64500060,100,1,0,0,-1,0,[0|0|0|0],-1
450000061,uncommon rot Gotthard Twinswords,0,0,[0|0|0],6,2570060,100,1,0,0,-1,0,[0|0|0|0],-1
450000061,uncommon rot Dryleaf Arts,0,0,[0|0|0],6,21800060,100,1,0,0,-1,0,[0|0|0|0],-1
450000061,uncommon rot Sellsword Twinblades_1,0,0,[0|0|0],6,70900060,100,1,0,0,-1,0,[0|0|0|0],-1
450000061,uncommon rot Dragonslayer Axe_1,0,0,[0|0|0],6,14200060,100,1,0,0,-1,0,[0|0|0|0],-1
450000061,uncommon rot Smithscript Cirque_1,0,0,[0|0|0],6,64510060,80,1,0,0,-1,0,[0|0|0|0],-1
450000061,uncommon rot Milady_1,0,0,[0|0|0],6,67500060,100,1,0,0,-1,0,[0|0|0|0],-1
450000061,uncommon rot Great Katana_1,0,0,[0|0|0],6,66500060,100,1,0,0,-1,0,[0|0|0|0],-1
450000061,uncommon rot Dueling Shield_1,0,0,[0|0|0],6,62500060,50,1,0,0,-1,0,[0|0|0|0],-1
450000061,uncommon rot Carian Thrusting Shield_1,0,0,[0|0|0],6,62510060,50,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Aquamarine Dagger,0,0,[0|0|0],6,11400060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Quakestone Hammer,0,0,[0|0|0],6,12400060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Harald Curved Greatsword,0,0,[0|0|0],6,8090060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Star-Lined Sword,0,0,[0|0|0],6,9110060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Devonia's Hammer,0,0,[0|0|0],6,23500060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Sword of Night,0,0,[0|0|0],6,9100060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Ansbach's Longbow,0,0,[0|0|0],6,41080060,80,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Ringed Knight Paired Greatsword,0,0,[0|0|0],6,16300060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Dane's Footwork,0,0,[0|0|0],6,21900060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Carian Sorcery Sword,0,0,[0|0|0],6,2530060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Demon's Scar,0,0,[0|0|0],6,7130060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Ringed Knight Spear_1,0,0,[0|0|0],6,16200060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Black Knight Greataxe_1,0,0,[0|0|0],6,15150060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Fume Ultra Greatsword_1,0,0,[0|0|0],6,4090060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Claws of Night_1,0,0,[0|0|0],6,22500060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Ledo's great hammer_1,0,0,[0|0|0],6,12220060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Crucifix of the Mad King_1,0,0,[0|0|0],6,18170060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Crow Quills_1,0,0,[0|0|0],6,5070060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Greatsword of Solitude_1,0,0,[0|0|0],6,3550060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Ringed Knight Straight Sword_1,0,0,[0|0|0],6,2120060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Sword of Darkness_1,0,0,[0|0|0],6,2560060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Sword of Light_1,0,0,[0|0|0],6,2550060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Curseblade Cirque_1,0,0,[0|0|0],6,64520060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Dragon-hunter's Great Katana_1,0,0,[0|0|0],6,66510060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Rakshasa's Great katana_1,0,0,[0|0|0],6,66520060,100,1,0,0,-1,0,[0|0|0|0],-1
450000062,Rare Rot Leda's Sword_1,0,0,[0|0|0],6,67510060,100,1,0,0,-1,0,[0|0|0|0],-1
450000071,uncommon sleep Backhand Blade,0,0,[0|0|0],6,64500070,100,1,0,0,-1,0,[0|0|0|0],-1
450000071,uncommon sleep Gotthard Twinswords,0,0,[0|0|0],6,2570070,100,1,0,0,-1,0,[0|0|0|0],-1
450000071,uncommon sleep Dryleaf Arts,0,0,[0|0|0],6,21800070,100,1,0,0,-1,0,[0|0|0|0],-1
450000071,uncommon sleep Sellsword Twinblades_1,0,0,[0|0|0],6,70900070,100,1,0,0,-1,0,[0|0|0|0],-1
450000071,uncommon sleep Dragonslayer Axe_1,0,0,[0|0|0],6,14200070,100,1,0,0,-1,0,[0|0|0|0],-1
450000071,uncommon sleep Smithscript Cirque_1,0,0,[0|0|0],6,64510070,80,1,0,0,-1,0,[0|0|0|0],-1
450000071,uncommon sleep Milady_1,0,0,[0|0|0],6,67500070,100,1,0,0,-1,0,[0|0|0|0],-1
450000071,uncommon sleep Great Katana_1,0,0,[0|0|0],6,66500070,100,1,0,0,-1,0,[0|0|0|0],-1
450000071,uncommon sleep Dueling Shield_1,0,0,[0|0|0],6,62500070,50,1,0,0,-1,0,[0|0|0|0],-1
450000071,uncommon sleep Carian Thrusting Shield_1,0,0,[0|0|0],6,62510070,50,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Aquamarine Dagger,0,0,[0|0|0],6,11400070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Quakestone Hammer,0,0,[0|0|0],6,12400070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Harald Curved Greatsword,0,0,[0|0|0],6,8090000,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Star-Lined Sword,0,0,[0|0|0],6,9110070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Devonia's Hammer,0,0,[0|0|0],6,23500070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Sword of Night,0,0,[0|0|0],6,9100070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Ansbach's Longbow,0,0,[0|0|0],6,41080070,80,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Ringed Knight paired Greatsword,0,0,[0|0|0],6,16300070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Dane's Footwork,0,0,[0|0|0],6,21900070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Carian Sorcery Sword,0,0,[0|0|0],6,2530070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Demon's Scar,0,0,[0|0|0],6,7130070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Ringed Knight Spear_1,0,0,[0|0|0],6,16200070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Black Knight Greataxe_1,0,0,[0|0|0],6,15150070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Fume Ultra Greatsword_1,0,0,[0|0|0],6,4090070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Claws of Night_1,0,0,[0|0|0],6,22500070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Ledo's great hammer_1,0,0,[0|0|0],6,12220070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Crucifix of the Mad King_1,0,0,[0|0|0],6,18170070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Crow Quills_1,0,0,[0|0|0],6,5070070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Greatsword of Solitude_1,0,0,[0|0|0],6,3550070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Ringed Knight Straight Sword_1,0,0,[0|0|0],6,2120070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Sword of Darkness_1,0,0,[0|0|0],6,2560070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Sword of Light_1,0,0,[0|0|0],6,2550070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Curseblade Cirque_1,0,0,[0|0|0],6,64520070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Dragon-hunter's Great Katana_1,0,0,[0|0|0],6,66510070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Rakshasa's Great katana_1,0,0,[0|0|0],6,66520070,100,1,0,0,-1,0,[0|0|0|0],-1
450000072,Rare Sleep Leda's Sword_1,0,0,[0|0|0],6,67510070,100,1,0,0,-1,0,[0|0|0|0],-1
450000101,uncommon elemental Backhand Blade,0,0,[0|0|0],6,64500100,100,1,0,0,-1,0,[0|0|0|0],-1
450000101,uncommon elemental Sellsword Twinblades_1,0,0,[0|0|0],6,70900000,100,1,0,0,-1,0,[0|0|0|0],-1
450000101,uncommon elemental Dragonslayer Axe_1,0,0,[0|0|0],6,14200100,100,1,0,0,-1,0,[0|0|0|0],-1
450000101,uncommon elemental Milady_1,0,0,[0|0|0],6,67500100,100,1,0,0,-1,0,[0|0|0|0],-1
450000101,uncommon elemental Great Katana_1,0,0,[0|0|0],6,66500100,100,1,0,0,-1,0,[0|0|0|0],-1
450000102,Rare Elemental Ansbach's Longbow,0,0,[0|0|0],6,41080100,100,1,0,0,-1,0,[0|0|0|0],-1
450000101,uncommon elemental Gotthard Twinblades,0,0,[0|0|0],6,2570100,100,1,0,0,-1,0,[0|0|0|0],-1
450000102,Rare Elemental Black Knight Greataxe,0,0,[0|0|0],6,15150100,100,1,0,0,-1,0,[0|0|0|0],-1
450000501,uncommon fire Backhand Blade,0,0,[0|0|0],6,64500500,100,1,0,0,-1,0,[0|0|0|0],-1
450000501,uncommon fire Sellsword Twinblades_1,0,0,[0|0|0],6,70900500,100,1,0,0,-1,0,[0|0|0|0],-1
450000501,uncommon fire Dragonslayer Axe_1,0,0,[0|0|0],6,14200500,100,1,0,0,-1,0,[0|0|0|0],-1
