ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,targetWeaponId,swordArtsTableId,attachEffectTableId_1,attachEffectTableId_2,attachEffectTableId_3,weaponLevel,isCursed,unknown_1,magicTableId_1,magicTableId_2,attachEffectTableId_4,attachEffectTableId_5,attachEffectTableId_6,
2570600,[Lightning] Gotthard Twinswords,1,0,[0|0|0],2570600,20000600,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
2570700,[Holy] Gotthard Twinswords,1,0,[0|0|0],2570700,20000700,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
2570800,[Magic] Gotthard Twinswords,1,0,[0|0|0],2570800,20000800,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
2570900,[Frost] Gotthard Twinswords,1,0,[0|0|0],2570900,20000900,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
2571000,[Poison] Gotthard Twinswords,1,0,[0|0|0],2571000,20001000,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
2571100,[Blood] Gotthard Twinswords,1,0,[0|0|0],2571100,20001100,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
3520000,[Legendary] Gaels Greatsword,1,0,[0|0|0],3520000,128,501000200,-1,-1,0,0,0,-1,-1,620000000,501200200,505200200
3550000,[Rare] Greatsword of Solitude,1,0,[0|0|0],3550000,5430,501200200,-1,-1,0,0,0,-1,-1,620000000,501200200,505200200
3550060,[Rot] Greatsword of Solitude,1,0,[0|0|0],3550000,5430,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505200200
3550070,[Sleep] Greatsword of Solitude,1,0,[0|0|0],3550000,5430,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505200200
3555000,[Unique] Greatsword of Solitude,1,0,[0|0|0],3550000,5430,630000000,501200200,810000000,0,1,0,-1,-1,630000000,501200200,810000000
3555060,[Unique Rot] Greatsword of Solitude,1,0,[0|0|0],3550000,5430,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
3555070,[Unique Sleep] Greatsword of Solitude,1,0,[0|0|0],3550000,5430,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
3560000,[Legendary] Twin Princes' Greatsword,1,0,[0|0|0],3560000,-1,501200200,-1,-1,0,0,0,-1,-1,-1,-1,-1
4090000,[Rare] Fume Ultra Greatsword,1,0,[0|0|0],4090000,-1,501100200,-1,-1,0,0,0,-1,-1,620000000,501100200,505100200
4090060,[Rot] Fume Ultra Greatsword,1,0,[0|0|0],4090000,-1,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505200200
4090070,[Sleep] Fume Ultra Greatsword,1,0,[0|0|0],4090000,-1,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505200200
4095000,[Unique] Fume Ultra Greatsword,1,0,[0|0|0],4090000,-1,630000000,501200200,810000000,0,1,0,-1,-1,630000000,501200200,810000000
4095060,[Unique Rot] Fume Ultra Greatsword,1,0,[0|0|0],4090000,-1,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
4095070,[Unique Sleep] Fume Ultra Greatsword,1,0,[0|0|0],4090000,-1,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
4120000,[Rare] Lorian's Greatsword,1,0,[0|0|0],4120000,-1,501200200,-1,-1,0,0,0,-1,-1,620000000,501200200,505200200
4125000,[Unique] Lorian's Greatsword,1,0,[0|0|0],4120000,-1,630000000,501200200,810000000,0,1,0,-1,-1,630000000,501200200,810000000
4500000,[Legendary] Ancient Meteoric ore Greatsword,1,0,[0|0|0],4500000,5240,501200200,-1,-1,0,0,0,-1,-1,-1,-1,-1
4600000,[Legendary] Farron Greatsword,1,0,[0|0|0],4600000,-1,501200200,-1,-1,0,0,0,-1,-1,-1,-1,-1
5070000,[Rare] Crow Quills,1,0,[0|0|0],5070000,127,501200200,-1,-1,0,0,0,-1,-1,620000000,501200200,505200200
5070060,[Rot] Crow Quills,1,0,[0|0|0],5070000,127,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505200200
5070070,[Sleep] Crow Quills,1,0,[0|0|0],5070000,127,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505200200
5075000,[Unique] Crow Quills,1,0,[0|0|0],5070000,127,630000000,501200200,810000000,0,1,0,-1,-1,630000000,501200200,810000000
5075060,[Unique Rot] Crow Quills,1,0,[0|0|0],5070000,127,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
5075070,[Unique Sleep] Crow Quills,1,0,[0|0|0],5070000,127,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
7130000,[Rare] Demon's Scar,1,0,[0|0|0],7130000,-1,501200200,-1,-1,0,0,0,5100000,5100000,620000000,501200200,505200200
7130060,[Rot] Demon's Scar,1,0,[0|0|0],7130000,-1,808110402,-1,-1,0,0,0,5100000,5100000,620000000,808110402,505200200
7130070,[Sleep] Demon's Scar,1,0,[0|0|0],7130000,-1,808110202,-1,-1,0,0,0,5100000,5100000,620000000,808110202,505200200
7135000,[Unique] Demon's Scar,1,0,[0|0|0],7130000,-1,630000000,501200200,810000000,0,1,0,5100000,5100000,630000000,501200200,810000000
7135060,[Unique Rot] Demon's Scar,1,0,[0|0|0],7130000,-1,630000000,808110402,810000000,0,1,0,5100000,5100000,630000000,808110402,810000000
7135070,[Unique Sleep] Demon's Scar,1,0,[0|0|0],7130000,-1,630000000,808110202,810000000,0,1,0,5100000,5100000,630000000,808110202,810000000
9110000,[Rare] Star-Lined Sword,1,0,[0|0|0],9110000,-1,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
9110060,[Rot] Star-Lined Sword,1,0,[0|0|0],9110000,-1,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505000200
9110070,[Sleep] Star-Lined Sword,1,0,[0|0|0],9110000,-1,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505000200
9115000,[Unique] Star-Lined Sword,1,0,[0|0|0],9110000,-1,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
9115060,[Unique Rot] Star-Lined Sword,1,0,[0|0|0],9110000,-1,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
9115070,[Unique Sleep] Star-Lined Sword,1,0,[0|0|0],9110000,-1,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
9090000,[Legendary] Frayed Blade,1,0,[0|0|0],9090000,126,501200200,-1,-1,0,0,0,-1,-1,-1,-1,-1
9100000,[Rare] Sword of Night,1,0,[0|0|0],9100000,-1,501200200,-1,-1,0,0,0,-1,-1,620000000,501200200,505200200
9100060,[Rot] Sword of Night,1,0,[0|0|0],9100000,-1,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505200200
9100070,[Sleep] Sword of Night,1,0,[0|0|0],9100000,-1,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505200200
9105000,[Unique] Sword of Night,1,0,[0|0|0],9100000,-1,630000000,501200200,810000000,0,1,0,-1,-1,630000000,501200200,810000000
9105060,[Unique Rot] Sword of Night,1,0,[0|0|0],9100000,-1,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
9105070,[Unique Sleep] Sword of Night,1,0,[0|0|0],9100000,-1,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
10180000,[Legendary] Friede's Great Scythe,1,0,[0|0|0],10180000,-1,501200200,-1,-1,0,0,0,-1,-1,-1,-1,-1
10500000,[Legendary] Euporia,1,0,[0|0|0],10500000,5270,501200200,-1,-1,0,0,0,-1,-1,-1,-1,-1
11400000,[Rare] Aquamarine Dagger,1,0,[0|0|0],11400000,-1,501200200,-1,-1,0,0,0,-1,-1,620000000,501200200,505200200
11400060,[Rot] Aquamarine Dagger,1,0,[0|0|0],11400000,-1,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505200200
11400070,[Sleep] Aquamarine Dagger,1,0,[0|0|0],11400000,-1,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505200200
11405000,[Unique] Aquamarine Dagger,1,0,[0|0|0],11400000,-1,630000000,501200200,810000000,0,1,0,-1,-1,630000000,501200200,810000000
11405060,[Unique Rot] Aquamarine Dagger,1,0,[0|0|0],11400000,-1,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
11405070,[Unique Sleep] Aquamarine Dagger,1,0,[0|0|0],11400000,-1,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
12220000,[Rare] Ledo's,1,0,[0|0|0],12220000,133,501100200,-1,-1,0,0,0,-1,-1,620000000,501100200,505100200
12220060,[Rot] Ledo's,1,0,[0|0|0],12220000,133,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505100200
12220070,[Sleep] Ledo's,1,0,[0|0|0],12220000,133,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505100200
12225000,[Unique] Ledo's,1,0,[0|0|0],12220000,133,630000000,501200200,810000000,0,1,0,-1,-1,630000000,501200200,810000000
12225060,[Unique Rot] Ledo's,1,0,[0|0|0],12220000,133,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
12225070,[Unique Sleep] Ledo's,1,0,[0|0|0],12220000,133,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
14200000,[Uncommon] Dragonslayer Axe,1,0,[0|0|0],14200000,140000000,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
14200050,[Untyped] Dragonslayer Axe,1,0,[0|0|0],14200000,140000050,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
14200060,[Rot] Dragonslayer Axe,1,0,[0|0|0],14200000,140000050,808110401,-1,-1,0,0,0,-1,-1,610000000,808110401,505200100
14200070,[Sleep] Dragonslayer Axe,1,0,[0|0|0],14200000,140000050,808110201,-1,-1,0,0,0,-1,-1,610000000,808110201,505200100
14200100,[Elemental] Dragonslayer Axe,1,0,[0|0|0],14200000,140000100,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
14200500,[Fire] Dragonslayer Axe,1,0,[0|0|0],14200500,140000500,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
14200600,[Lightning] Dragonslayer Axe,1,0,[0|0|0],14200600,140000600,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
14200700,[Holy] Dragonslayer Axe,1,0,[0|0|0],14200700,140000700,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
14200800,[Magic] Dragonslayer Axe,1,0,[0|0|0],14200800,140000800,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
14200900,[Frost] Dragonslayer Axe,1,0,[0|0|0],14200900,140000600,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
14201000,[Poison] Dragonslayer Axe,1,0,[0|0|0],14201000,140001000,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
14201200,[Occult] Dragonslayer Axe,1,0,[0|0|0],14200000,140001200,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
15150000,[Rare] Black Knight Greataxe,1,0,[0|0|0],15150000,150000000,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
15150050,[Untyped] Black Knight Greataxe,1,0,[0|0|0],15150000,150000050,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
15150060,[Rot] Black Knight Greataxe,1,0,[0|0|0],15150000,150000050,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505000200
15150070,[Sleep] Black Knight Greataxe,1,0,[0|0|0],15150000,150000050,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505000200
15150100,[Elemental] Black Knight Greataxe,1,0,[0|0|0],15150000,150000100,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
15150500,[Fire] Black Knight Greataxe,1,0,[0|0|0],15150500,150000500,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
15150600,[Lightning] Black Knight Greataxe,1,0,[0|0|0],15150600,150000600,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
15150700,[Holy] Black Knight Greataxe,1,0,[0|0|0],15150700,150000700,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
15150800,[Magic] Black Knight Greataxe,1,0,[0|0|0],15150800,150000800,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
15150900,[Frost] Black Knight Greataxe,1,0,[0|0|0],15150900,150000900,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
15151000,[Poison] Black Knight Greataxe,1,0,[0|0|0],15151000,150001000,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
15151200,[Occult] Black Knight Greataxe,1,0,[0|0|0],15150000,150001200,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
15155000,[Unique] Black Knight Greataxe,1,0,[0|0|0],15150000,150000000,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
15155050,[Unique Untyped] Black Knight Greataxe,1,0,[0|0|0],15150000,150000050,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
15155060,[Unique Rot] Black Knight Greataxe,1,0,[0|0|0],15150000,150000050,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
15155070,[Unique Sleep] Black Knight Greataxe,1,0,[0|0|0],15150000,150000050,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
15155100,[Unique Elemental] Black Knight Greataxe,1,0,[0|0|0],15150000,150000100,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
15155500,[Unique Fire] Black Knight Greataxe,1,0,[0|0|0],15150500,150000500,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
15155600,[Unique Lightning] Black Knight Greataxe,1,0,[0|0|0],15150600,150000600,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
15155700,[Unique Holy] Black Knight Greataxe,1,0,[0|0|0],15150700,150000700,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
15155800,[Unique Magic] Black Knight Greataxe,1,0,[0|0|0],15150800,150000800,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
15155900,[Unique Frost] Black Knight Greataxe,1,0,[0|0|0],15150900,150000900,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
15156000,[Unique Poison] Black Knight Greataxe,1,0,[0|0|0],15151000,150001000,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
15156200,[Unique Occult] Black Knight Greataxe,1,0,[0|0|0],15150000,150001200,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
8090000,[Rare] Harald Curved Greatsword,1,0,[0|0|0],8090000,-1,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
8090050,[Untyped] Harald Curved Greatsword,1,0,[0|0|0],8090000,-1,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
8090060,[Rot] Harald Curved Greatsword,1,0,[0|0|0],8090000,-1,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505000200
8090070,[Sleep] Harald Curved Greatsword,1,0,[0|0|0],8090000,-1,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505000200
8090500,[Fire] Harald Curved Greatsword,1,0,[0|0|0],8090500,-1,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
8090600,[Lightning] Harald Curved Greatsword,1,0,[0|0|0],8090600,-1,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
8090700,[Holy] Harald Curved Greatsword,1,0,[0|0|0],8090700,-1,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
8090800,[Magic] Harald Curved Greatsword,1,0,[0|0|0],8090800,-1,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
8090900,[Frost] Harald Curved Greatsword,1,0,[0|0|0],8090900,-1,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
8091000,[Poison] Harald Curved Greatsword,1,0,[0|0|0],8091000,-1,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
8091100,[Bleed] Harald Curved Greatsword,1,0,[0|0|0],8091100,-1,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
8095000,[unique] Harald Curved Greatsword,1,0,[0|0|0],8090000,-1,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
8095050,[unique Untyped] Harald Curved Greatsword,1,0,[0|0|0],8090000,-1,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
8095060,[unique Rot] Harald Curved Greatsword,1,0,[0|0|0],8090000,-1,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
8095070,[unique Sleep] Harald Curved Greatsword,1,0,[0|0|0],8090000,-1,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
8095500,[unique Fire] Harald Curved Greatsword,1,0,[0|0|0],8090500,-1,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
8095600,[unique Lightning] Harald Curved Greatsword,1,0,[0|0|0],8090600,-1,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
8095700,[unique Holy] Harald Curved Greatsword,1,0,[0|0|0],8090700,-1,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
8095800,[unique Magic] Harald Curved Greatsword,1,0,[0|0|0],8090800,-1,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
8095900,[unique Frost] Harald Curved Greatsword,1,0,[0|0|0],8090900,-1,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
8096000,[unique Poison] Harald Curved Greatsword,1,0,[0|0|0],8091000,-1,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
8096100,[unique Bleed] Harald Curved Greatsword,1,0,[0|0|0],8091100,-1,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
12400000,[Rare] Quakestone Hammer,1,0,[0|0|0],12400000,-1,501000200,-1,-1,0,0,0,-1,-1,620000000,501000200,505000200
12400060,[Rot] Quakestone Hammer,1,0,[0|0|0],12400000,-1,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505000200
12400070,[Sleep] Quakestone Hammer,1,0,[0|0|0],12400000,-1,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505000200
12405000,[Unique] Quakestone Hammer,1,0,[0|0|0],12400000,-1,630000000,501000200,810000000,0,1,0,-1,-1,630000000,501000200,810000000
12405060,[Unique rot] Quakestone Hammer,1,0,[0|0|0],12400000,-1,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
12405070,[Unique sleep] Quakestone Hammer,1,0,[0|0|0],12400000,-1,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
16200000,[Rare] Ringed Knight Spear,1,0,[0|0|0],16200000,131,501200200,-1,-1,0,0,0,-1,-1,620000000,501200200,505200200
16200060,[Rot] Ringed Knight Spear,1,0,[0|0|0],16200000,131,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505200200
16200070,[Sleep] Ringed Knight Spear,1,0,[0|0|0],16200000,131,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505200200
16205000,[Unique] Ringed Knight Spear,1,0,[0|0|0],16200000,131,630000000,501200200,810000000,0,1,0,-1,-1,630000000,501200200,810000000
16205060,[Unique Rot] Ringed Knight Spear,1,0,[0|0|0],16200000,131,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
16205070,[Unique Sleep] Ringed Knight Spear,1,0,[0|0|0],16200000,131,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
16300000,[Rare] Ringed Knight Paired Greatsword,1,0,[0|0|0],16300000,-1,501200200,-1,-1,0,0,0,-1,-1,620000000,501200200,505200200
16300060,[Rot] Ringed Knight Paired Greatsword,1,0,[0|0|0],16300000,-1,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505200200
16300070,[Sleep] Ringed Knight Paired Greatsword,1,0,[0|0|0],16300000,-1,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505200200
16305000,[Unique] Ringed Knight Paired Greatsword,1,0,[0|0|0],16300000,-1,630000000,501200200,810000000,0,1,0,-1,-1,630000000,501200200,810000000
16305060,[Unique Rot] Ringed Knight Paired Greatsword,1,0,[0|0|0],16300000,-1,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
16305070,[Unique Sleep] Ringed Knight Paired Greatsword,1,0,[0|0|0],16300000,-1,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
18170000,[Rare] Crucifix of the Mad King,1,0,[0|0|0],18170000,130,501200200,-1,-1,0,0,0,-1,-1,620000000,501200200,505200200
18170060,[Rot] Crucifix of the Mad King,1,0,[0|0|0],18170000,130,808110402,-1,-1,0,0,0,-1,-1,620000000,808110402,505200200
18170070,[Sleep] Crucifix of the Mad King,1,0,[0|0|0],18170000,130,808110202,-1,-1,0,0,0,-1,-1,620000000,808110202,505200200
18175000,[Unique] Crucifix of the Mad King,1,0,[0|0|0],18170000,130,630000000,501200200,810000000,0,1,0,-1,-1,630000000,501200200,810000000
18175060,[Unique Rot] Crucifix of the Mad King,1,0,[0|0|0],18170000,130,630000000,808110402,810000000,0,1,0,-1,-1,630000000,808110402,810000000
18175070,[Unique Sleep] Crucifix of the Mad King,1,0,[0|0|0],18170000,130,630000000,808110202,810000000,0,1,0,-1,-1,630000000,808110202,810000000
19500000,[Legendary] Obsidian Lamina,1,0,[0|0|0],19500000,5120,501200200,-1,-1,0,0,0,-1,-1,-1,-1,-1
12300000,[Legendary] Vordt's Great Hammer,1,0,[0|0|0],12300000,-1,501200200,-1,-1,0,0,0,-1,-1,-1,-1,-1
17040000,[Legendary] Spear of the Impaler,1,0,[0|0|0],17040000,-1,501200200,-1,-1,0,0,0,-1,-1,-1,-1,-1
21800000,[Uncommon] Dryleaf Arts,1,0,[0|0|0],21800000,-1,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
21800050,[Untyped] Dryleaf Arts,1,0,[0|0|0],21800000,-1,501200100,-1,-1,0,0,0,-1,-1,610000000,501200100,505200100
21800060,[Rot] Dryleaf Arts,1,0,[0|0|0],21800000,-1,808110401,-1,-1,0,0,0,-1,-1,610000000,808110401,505200100
21800070,[Sleep] Dryleaf Arts,1,0,[0|0|0],21800000,-1,808110201,-1,-1,0,0,0,-1,-1,610000000,808110202,505200100
