ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad2,refId,consumeSA,stamina,consumeDurability,category,heroPoint,pad1,
100200940,_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,200,940,1,0,[0|0],2330740,0,55,0,11,0,[0|0]
100200945,_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,200,945,1,0,[0|0],2330745,0,55,0,11,0,[0|0]
101010000,Euporia -,1010,0,1,0,[0|0],1010000,0,14,0,1,0,[0|0]
101010010,Euporia -,1010,10,1,0,[0|0],1010010,0,14,0,1,0,[0|0]
101010020,Euporia -,1010,20,1,0,[0|0],1010020,0,14,0,1,0,[0|0]
101010030,Euporia -,1010,30,1,0,[0|0],1010030,0,14,0,1,0,[0|0]
101010040,Euporia -,1010,40,1,0,[0|0],1010040,0,14,0,1,0,[0|0]
101010100,Euporia -,1010,100,1,0,[0|0],1010100,0,24,0,1,0,[0|0]
101010105,Euporia -,1010,105,1,0,[0|0],1010105,0,36,0,1,0,[0|0]
101010110,Euporia -,1010,110,1,0,[0|0],1010110,0,24,0,1,0,[0|0]
101010115,Euporia -,1010,115,1,0,[0|0],1010115,0,36,0,1,0,[0|0]
101010120,Euporia -,1010,120,1,0,[0|0],1010120,0,18,0,1,0,[0|0]
101010125,Euporia -,1010,125,1,0,[0|0],1010125,0,12,0,1,0,[0|0]
101010126,Euporia -,1010,126,1,0,[0|0],1010126,0,12,0,1,0,[0|0]
101010130,Euporia -,1010,130,1,0,[0|0],1010130,0,12,0,1,0,[0|0]
101010140,Euporia -,1010,140,1,0,[0|0],1010140,0,12,0,1,0,[0|0]
101010150,Euporia -,1010,150,1,0,[0|0],1010150,0,12,0,1,0,[0|0]
101010155,Euporia -,1010,155,1,0,[0|0],1010155,0,12,0,1,0,[0|0]
101010160,Euporia -,1010,160,1,0,[0|0],1010160,0,24,0,1,0,[0|0]
101010165,Euporia -,1010,165,1,0,[0|0],1010165,0,24,0,1,0,[0|0]
101010180,Euporia -,1010,180,1,0,[0|0],1010180,0,24,0,1,0,[0|0]
101010200,Euporia -,1010,200,1,0,[0|0],1010200,0,8,0,12,0,[0|0]
101010201,Euporia -,1010,201,1,0,[0|0],1010201,0,8,0,12,0,[0|0]
101010210,Euporia -,1010,210,1,0,[0|0],1010210,0,8,0,12,0,[0|0]
101010211,Euporia -,1010,211,1,0,[0|0],1010211,0,8,0,12,0,[0|0]
101010220,Euporia -,1010,220,1,0,[0|0],1010220,0,16,0,12,0,[0|0]
101010230,Euporia -,1010,230,1,0,[0|0],1010230,0,10,0,12,0,[0|0]
101010231,Euporia -,1010,231,1,0,[0|0],1010231,0,4,0,12,0,[0|0]
101010232,Euporia -,1010,232,1,0,[0|0],1010232,0,10,0,12,0,[0|0]
101010240,Euporia -,1010,240,1,0,[0|0],1010240,0,8,0,12,0,[0|0]
101010241,Euporia -,1010,241,1,0,[0|0],1010241,0,4,0,12,0,[0|0]
101010242,Euporia -,1010,242,1,0,[0|0],1010242,0,8,0,12,0,[0|0]
101010300,Euporia -,1010,300,1,0,[0|0],1010300,0,10,0,12,0,[0|0]
101010301,Euporia -,1010,301,1,0,[0|0],1010301,0,10,0,12,0,[0|0]
101010302,Euporia -,1010,302,1,0,[0|0],1010302,0,10,0,12,0,[0|0]
101010305,Euporia -,1010,305,1,0,[0|0],1010305,0,10,0,12,0,[0|0]
101010306,Euporia -,1010,306,1,0,[0|0],1010306,0,10,0,12,0,[0|0]
101010307,Euporia -,1010,307,1,0,[0|0],1010307,0,10,0,12,0,[0|0]
101010308,Euporia -,1010,308,1,0,[0|0],1010308,0,10,0,12,0,[0|0]
101010310,Euporia -,1010,310,1,0,[0|0],1010310,0,10,0,12,0,[0|0]
101010311,Euporia -,1010,311,1,0,[0|0],1010311,0,15,0,12,0,[0|0]
101010312,Euporia -,1010,312,1,0,[0|0],1010312,0,15,0,12,0,[0|0]
101010315,Euporia -,1010,315,1,0,[0|0],1010315,0,10,0,12,0,[0|0]
101010316,Euporia -,1010,316,1,0,[0|0],1010316,0,10,0,12,0,[0|0]
101010317,Euporia -,1010,317,1,0,[0|0],1010317,0,10,0,12,0,[0|0]
101010318,Euporia -,1010,318,1,0,[0|0],1010318,0,10,0,12,0,[0|0]
101010320,Euporia -,1010,320,1,0,[0|0],1010320,0,10,0,12,0,[0|0]
101010321,Euporia -,1010,321,1,0,[0|0],1010321,0,10,0,12,0,[0|0]
101010325,Euporia -,1010,325,1,0,[0|0],1010325,0,14,0,12,0,[0|0]
101010326,Euporia -,1010,326,1,0,[0|0],1010326,0,14,0,12,0,[0|0]
101010330,Euporia -,1010,330,1,0,[0|0],1010330,0,7,0,12,0,[0|0]
101010331,Euporia -,1010,331,1,0,[0|0],1010331,0,7,0,12,0,[0|0]
101010340,Euporia -,1010,340,1,0,[0|0],1010340,0,14,0,12,0,[0|0]
101010350,Euporia -,1010,350,1,0,[0|0],1010350,0,7,0,12,0,[0|0]
101010351,Euporia -,1010,351,1,0,[0|0],1010351,0,7,0,12,0,[0|0]
101010355,Euporia -,1010,355,1,0,[0|0],1010355,0,7,0,12,0,[0|0]
101010360,Euporia -,1010,360,1,0,[0|0],1010360,0,28,0,12,0,[0|0]
101010365,Euporia -,1010,365,1,0,[0|0],1010365,0,28,0,12,0,[0|0]
101010380,Euporia -,1010,380,1,0,[0|0],1010380,0,14,0,12,0,[0|0]
101010381,Euporia -,1010,381,1,0,[0|0],1010381,0,14,0,12,0,[0|0]
101010400,Euporia -,1010,400,1,0,[0|0],1010400,0,14,0,2,0,[0|0]
101010410,Euporia -,1010,410,1,0,[0|0],1010410,0,14,0,2,0,[0|0]
101010420,Euporia -,1010,420,1,0,[0|0],1010420,0,14,0,2,0,[0|0]
101010430,Euporia -,1010,430,1,0,[0|0],1010430,0,14,0,2,0,[0|0]
101010440,Euporia -,1010,440,1,0,[0|0],1010440,0,14,0,2,0,[0|0]
101010460,Euporia -,1010,460,1,0,[0|0],1010460,0,0,0,0,0,[0|0]
101010470,Euporia -,1010,470,1,0,[0|0],1010470,0,0,0,0,0,[0|0]
101010480,Euporia -,1010,480,1,0,[0|0],1010480,0,0,0,0,0,[0|0]
101010500,Euporia -,1010,500,1,0,[0|0],1010500,0,18,0,12,0,[0|0]
101010509,Euporia -,1010,509,1,0,[0|0],1010509,0,14,0,12,0,[0|0]
101010510,Euporia -,1010,510,1,0,[0|0],1010510,0,18,0,12,0,[0|0]
101010530,Euporia -,1010,530,1,0,[0|0],1010530,0,18,0,12,0,[0|0]
101010550,Euporia -,1010,550,1,0,[0|0],1010550,0,18,0,12,0,[0|0]
101010560,Euporia -,1010,560,1,0,[0|0],1010560,0,8,0,12,0,[0|0]
101010561,Euporia -,1010,561,1,0,[0|0],1010561,0,10,0,12,0,[0|0]
101010590,Euporia -,1010,590,1,0,[0|0],1010590,0,0,0,12,0,[0|0]
101010591,Euporia -,1010,591,1,0,[0|0],1010591,0,10,0,0,0,[0|0]
101010600,Euporia -,1010,600,1,0,[0|0],1010600,0,14,0,12,0,[0|0]
101010605,Euporia -,1010,605,1,0,[0|0],1010605,0,14,0,12,0,[0|0]
101010610,Euporia -,1010,610,1,0,[0|0],1010610,0,14,0,12,0,[0|0]
101010630,Euporia -,1010,630,1,0,[0|0],1010630,0,0,0,12,0,[0|0]
101010632,Euporia -,1010,632,1,0,[0|0],1010632,0,24,0,12,0,[0|0]
101010635,Euporia -,1010,635,1,0,[0|0],1010635,0,36,0,12,0,[0|0]
101010650,Euporia -,1010,650,1,0,[0|0],1010650,0,14,0,12,0,[0|0]
101010660,Euporia -,1010,660,1,0,[0|0],1010660,0,24,0,12,0,[0|0]
101010700,Euporia -,1010,700,1,0,[0|0],1010700,0,14,0,12,0,[0|0]
101010705,Euporia -,1010,705,1,0,[0|0],1010705,0,14,0,12,0,[0|0]
101010710,Euporia -,1010,710,1,0,[0|0],1010710,0,14,0,12,0,[0|0]
101010730,Euporia -,1010,730,1,0,[0|0],1010730,0,0,0,12,0,[0|0]
101010732,Euporia -,1010,732,1,0,[0|0],1010732,0,24,0,12,0,[0|0]
101010735,Euporia -,1010,735,1,0,[0|0],1010735,0,36,0,12,0,[0|0]
101010750,Euporia -,1010,750,1,0,[0|0],1010750,0,14,0,12,0,[0|0]
101010760,Euporia -,1010,760,1,0,[0|0],1010760,0,24,0,12,0,[0|0]
101010800,Euporia -,1010,800,1,0,[0|0],1010800,0,14,0,1,0,[0|0]
101010805,Euporia -,1010,805,1,0,[0|0],1010805,0,14,0,2,0,[0|0]
101010810,Euporia -,1010,810,1,0,[0|0],1010810,0,14,0,1,0,[0|0]
101010815,Euporia -,1010,815,1,0,[0|0],1010815,0,14,0,2,0,[0|0]
101010820,Euporia -,1010,820,1,0,[0|0],1010820,0,14,0,1,0,[0|0]
101010825,Euporia -,1010,825,1,0,[0|0],1010825,0,14,0,2,0,[0|0]
101010860,Euporia -,1010,860,1,0,[0|0],1010860,0,18,0,1,0,[0|0]
101010865,Euporia -,1010,865,1,0,[0|0],1010865,0,18,0,2,0,[0|0]
101010870,Euporia -,1010,870,1,0,[0|0],1010870,0,12,0,1,0,[0|0]
101010875,Euporia -,1010,875,1,0,[0|0],1010875,0,12,0,2,0,[0|0]
101010880,Euporia -,1010,880,1,0,[0|0],1010880,0,12,0,1,0,[0|0]
101010885,Euporia -,1010,885,1,0,[0|0],1010885,0,12,0,2,0,[0|0]
101010890,Euporia -,1010,890,1,0,[0|0],1010890,0,6,0,1,0,[0|0]
101010891,Euporia -,1010,891,1,0,[0|0],1010891,0,6,0,1,0,[0|0]
101010895,Euporia -,1010,895,1,0,[0|0],1010895,0,6,0,2,0,[0|0]
101010896,Euporia -,1010,896,1,0,[0|0],1010896,0,6,0,2,0,[0|0]
101500306,_1,1500,306,1,0,[0|0],1500306,0,0,0,12,0,[0|0]
101500307,_1_1,1500,307,1,0,[0|0],1500307,0,0,0,12,0,[0|0]
101600900,RKS,1600,900,1,0,[0|0],3670800,0,22,0,1,0,[0|0]
101600905,RKS_1,1600,905,1,0,[0|0],3670805,0,22,0,1,0,[0|0]
101600910,RKS_1_1,1600,910,1,0,[0|0],3670810,0,22,0,1,0,[0|0]
101600915,RKS_1_1_1,1600,915,1,0,[0|0],3670815,0,22,0,1,0,[0|0]
101600950,RKS_1_1_1_1,1600,950,1,0,[0|0],3670850,0,22,0,1,0,[0|0]
101600955,RKS_1_1_1_1_1,1600,955,1,0,[0|0],3670855,0,22,0,1,0,[0|0]
101600960,RKS_1_1_1_1_1_1,1600,960,1,0,[0|0],3670860,0,22,0,1,0,[0|0]
101600965,RKS_1_1_1_1_1_1_1,1600,965,1,0,[0|0],3670865,0,22,0,1,0,[0|0]
101600970,RKS aow,1600,970,1,0,[0|0],3670700,0,30,0,11,0,[0|0]
101600971,RKS aow_1,1600,971,1,0,[0|0],3670710,0,30,0,11,0,[0|0]
101600972,RKS aow_1_1,1600,972,1,0,[0|0],3670720,0,30,0,11,0,[0|0]
101600973,RKS aow_1_1_1,1600,973,1,1,[0|0],100092400,0,0,0,11,0,[0|0]
101720100,,1720,100,1,1,[0|0],200041100,0,20,0,1,0,[0|0]
101720105,,1720,105,1,1,[0|0],200041105,0,30,0,1,0,[0|0]
101720125,,1720,125,1,1,[0|0],200041125,0,20,0,1,0,[0|0]
101720300,,1720,300,1,1,[0|0],200041300,0,20,0,12,0,[0|0]
101720305,,1720,305,1,1,[0|0],200041305,0,33,0,12,0,[0|0]
101720325,,1720,325,1,1,[0|0],200041325,0,22,0,12,0,[0|0]
101805100,crucifix,1805,100,1,0,[0|0],3814100,0,41,0,12,0,[0|0]
101805105,_1_1,1805,105,1,0,[0|0],3814105,0,51,0,12,0,[0|0]
101805110,_1_1_1,1805,110,1,0,[0|0],3814110,0,41,0,12,0,[0|0]
101805115,_1_1_1_1,1805,110,1,0,[0|0],3814115,0,51,0,12,0,[0|0]
101805300,_1_1_1_1_1,1805,300,1,0,[0|0],3814300,0,44,0,11,0,[0|0]
101805305,_1_1_1_1_1_1,1805,305,1,0,[0|0],3814305,0,54,0,11,0,[0|0]
101805310,_1_1_1_1_1_1_1,1805,310,1,0,[0|0],3814310,0,44,0,11,0,[0|0]
101805315,_1_1_1_1_1_1_1_1,1805,315,1,0,[0|0],3814315,0,54,0,11,0,[0|0]
101805700,_1_1_1_1_1_1_1_1_1,1805,700,1,0,[0|0],3814700,0,31,0,11,0,[0|0]
101805705,_1_1_1_1_1_1_1_1_1_1,1805,705,1,0,[0|0],3814705,0,0,0,11,0,[0|0]
101805710,_1_1_1_1_1_1_1_1_1_1_1,1805,710,1,0,[0|0],3814710,0,0,0,11,0,[0|0]
101805711,_1_1_1_1_1_1_1_1_1_1_1_1,1805,711,1,1,[0|0],3814711,0,0,0,11,0,[0|0]
101805720,_1_1_1_1_1_1_1_1_1_1_1_1_1,1805,720,1,1,[0|0],100092620,0,0,0,11,0,[0|0]
101805730,_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1805,730,1,0,[0|0],3814730,0,0,0,11,0,[0|0]
101805735,_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1805,735,1,0,[0|0],3814735,0,0,0,11,0,[0|0]
101805740,_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1805,740,1,1,[0|0],100092640,0,0,0,11,0,[0|0]
101805745,_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1805,745,1,0,[0|0],3814745,0,0,0,11,0,[0|0]
102210100,Claws of Night -,2210,100,1,1,[0|0],200070100,0,20,0,1,0,[0|0]
102210101,Claws of Night -,2210,101,1,0,[0|0],1,0,0,0,1,0,[0|0]
102210105,Claws of Night -,2210,105,1,1,[0|0],200070105,0,27,0,1,0,[0|0]
102210106,Claws of Night -,2210,106,1,0,[0|0],1,0,0,0,1,0,[0|0]
102210110,Claws of Night -,2210,110,1,1,[0|0],200070110,0,20,0,1,0,[0|0]
102210111,Claws of Night -,2210,111,1,0,[0|0],1,0,0,0,1,0,[0|0]
102210115,Claws of Night -,2210,115,1,1,[0|0],200070115,0,27,0,1,0,[0|0]
102210116,Claws of Night -,2210,116,1,0,[0|0],1,0,0,0,1,0,[0|0]
102210125,Claws of Night -,2210,125,1,1,[0|0],200070125,0,20,0,1,0,[0|0]
102210126,Claws of Night -,2210,126,1,0,[0|0],1,0,0,0,1,0,[0|0]
102210160,Claws of Night -,2210,160,1,1,[0|0],200070160,0,17,0,1,0,[0|0]
102210161,Claws of Night -,2210,161,1,0,[0|0],1,0,0,0,1,0,[0|0]
102210180,Claws of Night -,2210,180,1,1,[0|0],200070180,0,19,0,1,0,[0|0]
102210181,Claws of Night -,2210,181,1,0,[0|0],1,0,0,0,1,0,[0|0]
102210300,Claws of Night -,2210,300,1,1,[0|0],200070300,0,12,0,12,0,[0|0]
102210301,Claws of Night -,2210,301,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210303,Claws of Night -,2210,303,1,1,[0|0],200070303,0,12,0,12,0,[0|0]
102210304,Claws of Night -,2210,304,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210305,Claws of Night -,2210,305,1,1,[0|0],200070305,0,16,0,12,0,[0|0]
102210306,Claws of Night -,2210,306,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210308,Claws of Night -,2210,308,1,1,[0|0],200070308,0,16,0,12,0,[0|0]
102210309,Claws of Night -,2210,309,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210310,Claws of Night -,2210,310,1,1,[0|0],200070310,0,12,0,12,0,[0|0]
102210311,Claws of Night -,2210,311,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210313,Claws of Night -,2210,313,1,1,[0|0],200070313,0,12,0,12,0,[0|0]
102210314,Claws of Night -,2210,314,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210315,Claws of Night -,2210,315,1,1,[0|0],200070315,0,16,0,12,0,[0|0]
102210316,Claws of Night -,2210,316,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210318,Claws of Night -,2210,318,1,1,[0|0],200070318,0,16,0,12,0,[0|0]
102210319,Claws of Night -,2210,319,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210325,Claws of Night -,2210,325,1,1,[0|0],200070325,0,9,0,12,0,[0|0]
102210326,Claws of Night -,2210,326,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210328,Claws of Night -,2210,328,1,1,[0|0],200070328,0,9,0,12,0,[0|0]
102210329,Claws of Night -,2210,329,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210360,Claws of Night -,2210,360,1,1,[0|0],200070360,0,10,0,12,0,[0|0]
102210361,Claws of Night -,2210,361,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210363,Claws of Night -,2210,363,1,1,[0|0],200070363,0,10,0,12,0,[0|0]
102210364,Claws of Night -,2210,364,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210380,Claws of Night -,2210,380,1,1,[0|0],200070380,0,14,0,12,0,[0|0]
102210381,Claws of Night -,2210,381,1,1,[0|0],200070381,0,14,0,12,0,[0|0]
102210382,Claws of Night -,2210,382,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210383,Claws of Night -,2210,383,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210632,Claws of Night -,2210,632,1,1,[0|0],200070632,0,20,0,12,0,[0|0]
102210633,Claws of Night -,2210,633,1,0,[0|0],1,0,0,0,12,0,[0|0]
102210635,Claws of Night -,2210,635,1,1,[0|0],200070635,0,27,0,12,0,[0|0]
102210636,Claws of Night -,2210,636,1,0,[0|0],1,0,0,0,12,0,[0|0]
105000880, Arrow,5000,880,1,1,[0|0],20000080,0,0,0,1,0,[0|0]
105000881, Arrow_1,5000,881,1,1,[0|0],20000081,0,0,0,1,0,[0|0]
105000885, Arrow_1_1,5000,885,1,1,[0|0],20000085,0,0,0,1,0,[0|0]
106100000,Thrusting Shield - Default,6100,0,1,0,[0|0],6100000,0,15,0,1,0,[0|0]
106100010,Thrusting Shield - Default,6100,10,1,0,[0|0],6100010,0,15,0,1,0,[0|0]
106100020,Thrusting Shield - Default,6100,20,1,0,[0|0],6100020,0,15,0,1,0,[0|0]
106100030,Thrusting Shield - Default,6100,30,1,0,[0|0],6100030,0,15,0,1,0,[0|0]
106100100,Thrusting Shield - Default,6100,100,1,0,[0|0],6100100,0,25,0,1,0,[0|0]
106100105,Thrusting Shield - Default,6100,105,1,0,[0|0],6100105,0,35,0,1,0,[0|0]
106100110,Thrusting Shield - Default,6100,110,1,0,[0|0],6100110,0,25,0,1,0,[0|0]
106100115,Thrusting Shield - Default,6100,115,1,0,[0|0],6100115,0,35,0,1,0,[0|0]
106100120,Thrusting Shield - Default,6100,120,1,0,[0|0],6100120,0,18,0,1,0,[0|0]
106100125,Thrusting Shield - Default,6100,125,1,0,[0|0],6100125,0,25,0,1,0,[0|0]
106100127,Thrusting Shield - Default,6100,127,1,0,[0|0],6100127,0,0,0,1,0,[0|0]
106100130,Thrusting Shield - Default,6100,130,1,0,[0|0],6100130,0,12,0,1,0,[0|0]
106100140,Thrusting Shield - Default,6100,140,1,0,[0|0],6100140,0,12,0,1,0,[0|0]
106100150,Thrusting Shield - Default,6100,150,1,0,[0|0],6100150,0,12,0,1,0,[0|0]
106100160,Thrusting Shield - Default,6100,160,1,0,[0|0],6100160,0,25,0,1,0,[0|0]
106100180,Thrusting Shield - Default,6100,180,1,0,[0|0],6100180,0,25,0,1,0,[0|0]
106100200,Thrusting Shield - Default,6100,200,1,0,[0|0],6100200,0,18,0,12,0,[0|0]
106100210,Thrusting Shield - Default,6100,210,1,0,[0|0],6100210,0,18,0,12,0,[0|0]
106100220,Thrusting Shield - Default,6100,220,1,0,[0|0],6100220,0,18,0,12,0,[0|0]
106100230,Thrusting Shield - Default,6100,230,1,0,[0|0],6100230,0,18,0,12,0,[0|0]
106100300,Thrusting Shield - Default,6100,300,1,0,[0|0],6100300,0,28,0,12,0,[0|0]
106100305,Thrusting Shield - Default,6100,305,1,0,[0|0],6100305,0,38,0,12,0,[0|0]
106100310,Thrusting Shield - Default,6100,310,1,0,[0|0],6100310,0,28,0,12,0,[0|0]
106100315,Thrusting Shield - Default,6100,315,1,0,[0|0],6100315,0,38,0,12,0,[0|0]
106100320,Thrusting Shield - Default,6100,320,1,0,[0|0],6100320,0,21,0,12,0,[0|0]
106100325,Thrusting Shield - Default,6100,325,1,0,[0|0],6100325,0,28,0,12,0,[0|0]
106100327,Thrusting Shield - Default,6100,327,1,0,[0|0],6100327,0,0,0,12,0,[0|0]
106100330,Thrusting Shield - Default,6100,330,1,0,[0|0],6100330,0,15,0,12,0,[0|0]
106100340,Thrusting Shield - Default,6100,340,1,0,[0|0],6100340,0,15,0,12,0,[0|0]
106100350,Thrusting Shield - Default,6100,350,1,0,[0|0],6100350,0,15,0,12,0,[0|0]
106100360,Thrusting Shield - Default,6100,360,1,0,[0|0],6100360,0,28,0,12,0,[0|0]
106100380,Thrusting Shield - Default,6100,380,1,0,[0|0],6100380,0,28,0,12,0,[0|0]
106100400,Thrusting Shield - Default,6100,400,1,0,[0|0],6100400,0,15,0,2,0,[0|0]
106100410,Thrusting Shield - Default,6100,410,1,0,[0|0],6100410,0,15,0,2,0,[0|0]
106100420,Thrusting Shield - Default,6100,420,1,0,[0|0],6100420,0,15,0,2,0,[0|0]
106100430,Thrusting Shield - Default,6100,430,1,0,[0|0],6100430,0,15,0,2,0,[0|0]
106100460,Thrusting Shield - Default,6100,460,1,0,[0|0],6100460,0,0,0,0,0,[0|0]
106100461,Thrusting Shield - Default,6100,461,1,0,[0|0],6100461,0,0,0,0,0,[0|0]
106100470,Thrusting Shield - Default,6100,470,1,0,[0|0],6100470,0,0,0,0,0,[0|0]
106100471,Thrusting Shield - Default,6100,471,1,0,[0|0],6100471,0,0,0,0,0,[0|0]
106100480,Thrusting Shield - Default,6100,480,1,0,[0|0],6100480,0,0,0,0,0,[0|0]
106100500,Thrusting Shield - Default,6100,500,1,0,[0|0],6100500,0,20,0,12,0,[0|0]
106100509,Thrusting Shield - Default,6100,509,1,0,[0|0],6100509,0,15,0,12,0,[0|0]
106100510,Thrusting Shield - Default,6100,510,1,0,[0|0],6100510,0,20,0,12,0,[0|0]
106100530,Thrusting Shield - Default,6100,530,1,0,[0|0],6100530,0,20,0,12,0,[0|0]
106100550,Thrusting Shield - Default,6100,550,1,0,[0|0],6100550,0,20,0,12,0,[0|0]
106100560,Thrusting Shield - Default,6100,560,1,0,[0|0],6100560,0,10,0,12,0,[0|0]
106100561,Thrusting Shield - Default,6100,561,1,0,[0|0],6100561,0,10,0,12,0,[0|0]
106100590,Thrusting Shield - Default,6100,590,1,0,[0|0],6100590,0,0,0,12,0,[0|0]
106100591,Thrusting Shield - Default,6100,591,1,0,[0|0],6100591,0,10,0,0,0,[0|0]
106100600,Thrusting Shield - Default,6100,600,1,0,[0|0],6100600,0,15,0,12,0,[0|0]
106100605,Thrusting Shield - Default,6100,605,1,0,[0|0],6100605,0,15,0,12,0,[0|0]
106100610,Thrusting Shield - Default,6100,610,1,0,[0|0],6100610,0,15,0,12,0,[0|0]
106100630,Thrusting Shield - Default,6100,630,1,0,[0|0],6100630,0,0,0,12,0,[0|0]
106100632,Thrusting Shield - Default,6100,632,1,0,[0|0],6100632,0,25,0,12,0,[0|0]
106100635,Thrusting Shield - Default,6100,635,1,0,[0|0],6100635,0,35,0,12,0,[0|0]
106100650,Thrusting Shield - Default,6100,650,1,0,[0|0],6100650,0,15,0,12,0,[0|0]
106100660,Thrusting Shield - Default,6100,660,1,0,[0|0],6100660,0,25,0,12,0,[0|0]
106100700,Thrusting Shield - Default,6100,700,1,0,[0|0],6100700,0,15,0,12,0,[0|0]
106100705,Thrusting Shield - Default,6100,705,1,0,[0|0],6100705,0,15,0,12,0,[0|0]
106100710,Thrusting Shield - Default,6100,710,1,0,[0|0],6100710,0,15,0,12,0,[0|0]
106100730,Thrusting Shield - Default,6100,730,1,0,[0|0],6100730,0,0,0,12,0,[0|0]
106100732,Thrusting Shield - Default,6100,732,1,0,[0|0],6100732,0,25,0,12,0,[0|0]
106100735,Thrusting Shield - Default,6100,735,1,0,[0|0],6100735,0,35,0,12,0,[0|0]
106100750,Thrusting Shield - Default,6100,750,1,0,[0|0],6100750,0,15,0,12,0,[0|0]
106100760,Thrusting Shield - Default,6100,760,1,0,[0|0],6100760,0,25,0,12,0,[0|0]
106200000,Throwing Blade - Default,6200,0,1,1,[0|0],200020000,0,12,0,1,0,[0|0]
106200010,Throwing Blade - Default,6200,10,1,1,[0|0],200020010,0,12,0,1,0,[0|0]
106200020,Throwing Blade - Default,6200,20,1,1,[0|0],200020020,0,12,0,1,0,[0|0]
106200030,Throwing Blade - Default,6200,30,1,1,[0|0],200020030,0,12,0,1,0,[0|0]
106200040,Throwing Blade - Default,6200,40,1,1,[0|0],200020040,0,12,0,1,0,[0|0]
106200050,Throwing Blade - Default,6200,50,1,1,[0|0],200020050,0,12,0,1,0,[0|0]
106200100,Throwing Blade - Default,6200,100,1,1,[0|0],200020100,0,18,0,1,0,[0|0]
