ID,Name,unknown_1,sortGroupId,artsSpeedType,unknown_3a,isRefRightArts,isGrayOutLeftHand,isGrayOutRightHand,isGrayOutBothHand,enableSparringGrounds,swordArtsType,sortId,textId,useMagicPoint_L1,useMagicPoint_L2,useMagicPoint_R1,useMagicPoint_R2,isStartSkill_Duchess,isStartSkill_Wylder,isStartSkill_Executor,isStartSkill_Guardian,isStartSkill_Raider,isStartSkill_Revenant,isStartSkill_Ironeye,isStartSkill_Recluse,defaultWepAttr,iconId,aiUsageId,usabilityTextId,atkParamId,sparringGroundsWeaponId,sparringGroundsEventFlagId,unknown_4a,unknown_4b,unknown_4c,isStartSkill_Scholar,unknown_4e,unknown_4f,unknown_4g,isStartSkill_Undertaker,endPadding,
138,[Standard] Flame of Lorian,1,200,2,0,1,1,0,0,0,41,1060,138,-1,10,-1,18,0,0,0,0,0,0,0,0,0,7050,12001202,63008,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
139,[Standard] Sacred Light and Flame,1,200,2,0,1,1,0,0,0,42,1060,139,-1,5,15,17,0,0,0,0,0,0,0,0,0,7050,12001202,63008,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
140,[Standard] Sacred Lothric Light,1,200,2,0,1,1,0,0,0,43,1060,140,-1,0,17,17,0,0,0,0,0,0,0,0,0,7050,11004003,63008,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
141,[Standard] Vordt's Perseverance,1,200,1,0,1,1,0,0,0,44,60,141,-1,9,-1,-1,1,1,1,1,1,1,0,0,0,8460,11004003,63008,-1,-1,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
142,[Standard] Sever,1,200,1,0,1,1,0,0,0,45,60,142,-1,9,9,20,1,1,1,1,1,1,0,0,0,7050,11004003,63008,-1,-1,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
143,[Standard] Quake,1,200,2,0,1,1,0,0,0,46,60,143,-1,12,-1,10,1,1,1,1,1,1,0,0,0,7050,11004003,63008,-1,-1,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
144,[Standard] Stamp (Overhead),1,200,1,0,1,1,0,0,0,33,60,144,-1,5,-1,8,1,1,1,1,1,1,0,0,0,7050,11004003,63008,-1,-1,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
145,[Standard] ,1,200,1,0,1,1,0,0,0,47,60,145,-1,5,-1,8,1,1,1,1,1,1,0,0,0,7050,11004003,63008,-1,-1,0,0,0,0,1,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
2000,[Specific] Dryleaf Whirlwind,1,200,1,0,1,1,0,0,0,258,20100,2000,-1,9,-1,-1,0,0,0,0,0,0,0,0,0,7050,12000003,63099,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
2001,[Specific] Aspects of the Crucible: Wings,1,200,1,0,1,1,0,0,0,257,20100,2001,-1,22,-1,-1,0,0,0,0,0,0,0,0,0,7050,11000002,63099,-1,10000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
4010,[Specific] Palm Blast,1,200,1,0,1,1,0,0,0,264,20100,4010,-1,14,-1,-1,0,0,0,0,0,0,0,0,0,7050,12002003,63099,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
4020,[Specific] Piercing throw,1,200,1,0,1,1,0,0,0,270,20100,4020,-1,8,-1,-1,0,0,0,0,0,0,0,0,0,7050,10000000,63099,-1,63500000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
4090,[Specific] Blind Spot,1,200,1,0,1,1,0,0,0,276,20100,4090,-1,9,-1,-1,0,0,0,0,0,0,0,0,0,7050,12000004,63099,-1,6450000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
4110,[Specific] Overhead Stance,1,200,1,0,1,1,0,0,0,278,20100,4110,-1,-1,8,10,0,0,0,0,0,0,0,0,0,7050,11004003,63099,-1,6650000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
4120,[Specific] Wing Stance,1,200,1,0,1,1,0,0,0,279,20100,4120,-1,-1,8,10,0,0,0,0,0,0,0,0,0,7050,11004003,63099,-1,6650000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
4140,[Specific] Flame Skewer,1,50,1,0,1,1,0,0,1,281,20100,4140,-1,18,-1,8,0,0,0,0,0,0,0,0,0,7050,11004003,63099,-1,6650000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
4170,[Specific] Flame Spear,1,50,1,0,1,1,0,0,1,284,20100,4170,-1,19,-1,-1,0,0,0,0,0,0,0,0,0,7050,11004003,63099,-1,6650000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
4180,[Specific] Carian Sovereignty,1,40,1,0,1,1,0,0,1,285,20100,4180,-1,30,-1,12,0,0,0,0,0,0,0,0,0,7050,11004003,63099,-1,2000000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5000,[Specific] Dragonwound Slash,1,200,1,0,1,1,0,0,0,262,20100,5000,-1,18,-1,-1,0,0,0,0,0,0,0,0,0,7050,10002000,63099,-1,6651000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5010,[Specific] Needle Piercer,1,200,1,0,1,1,0,0,0,261,20100,5010,-1,19,-1,-1,0,0,0,0,0,0,0,0,0,7050,11000000,63099,300000010,6751000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5020,[Specific] Light,1,200,1,0,1,1,0,0,0,310,20100,5020,-1,30,-1,-1,0,0,0,0,0,0,0,0,0,7050,11000000,63099,-1,2550000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5030,[Specific] Darkness,1,200,1,0,1,1,0,0,0,311,20100,5030,-1,30,-1,-1,0,0,0,0,0,0,0,0,0,7050,11000000,63099,-1,2550000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5040,[Specific] Onze's Line of Stars,1,200,1,0,1,1,0,0,0,366,20100,5040,-1,30,-1,-1,0,0,0,0,0,0,0,0,0,7050,11001701,63099,-1,2550000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5120,[Specific] Dynastic Sickleplay,1,200,2,0,1,1,0,0,0,313,20100,5120,-1,7,-1,9,0,0,0,0,0,0,0,0,0,7050,11001104,63099,-1,19500000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5160,[Specific] Shadow Sunflower Headbutts,1,200,1,0,1,1,0,0,0,317,20100,5160,-1,16,-1,8,0,0,0,0,0,0,0,0,0,7050,11001203,63099,-1,-1,-1,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5170,[Specific] Moon-and-Fire Stance,1,210,1,0,1,1,0,0,0,318,20100,5170,-1,0,10,25,0,0,0,0,0,0,0,0,0,7050,11004001,63099,-1,6752000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5180,[Specific] Devonia's Vortex,1,210,1,0,1,1,0,0,0,319,20100,5180,-1,16,-1,-1,0,0,0,0,0,0,0,0,0,7050,10002002,63099,-1,6752000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5190,Messmer's Assault,1,210,1,0,1,1,0,0,0,320,20100,5190,-1,15,-1,9,0,0,0,0,0,0,0,0,0,7050,11004001,63099,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5220,[Specific] Midra,1,210,1,0,1,1,0,0,0,323,20100,5220,-1,21,-1,10,0,0,0,0,0,0,0,0,0,7050,12001003,63099,-1,3510000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5240,[Specific] White Light Charge,1,210,1,0,1,1,0,0,0,325,20100,5240,-1,10,-1,25,0,0,0,0,0,0,0,0,0,7050,11001003,63099,-1,4500000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5250,[Specific] Spirit sword,1,200,1,0,1,1,0,0,0,365,20100,5250,-1,12,-1,12,0,0,0,0,0,0,0,0,8,7050,12001504,63099,-1,7500000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5260,[Specific] Witching Hour Slash,1,200,1,0,1,1,0,0,0,327,20100,5260,-1,21,-1,-1,0,0,0,0,0,0,0,0,0,7050,12002003,63099,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5270,[Specific] Euporia Vortex,1,200,1,0,1,1,0,0,0,328,20100,5270,-1,28,-1,-1,0,0,0,0,0,0,0,0,0,7050,12000004,63099,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5340,[Specific] Repeating fire,1,200,1,0,1,1,0,0,0,335,20100,5340,-1,-1,26,26,0,0,0,0,0,0,0,0,0,7050,10004200,63099,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5350,[Specific] Deadly Dance,1,200,1,0,1,1,0,0,0,336,20100,5350,-1,15,-1,8,0,0,0,0,0,0,0,0,0,7050,12001003,63099,-1,6450000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5360,[Specific] Fan Shot,1,200,2,0,1,0,0,0,0,337,20100,5360,-1,-1,12,12,0,0,0,0,0,0,0,0,0,7050,11004200,63099,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5430,[Specific] Solitary Moon Slash,1,200,1,0,1,1,0,0,0,351,20100,5430,-1,12,-1,10,0,0,0,0,0,0,0,0,0,7050,11000000,63099,-1,3550000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5450,[Specific] Weed Cutter,1,200,1,0,1,1,0,0,0,353,20100,5450,-1,8,-1,8,0,0,0,0,0,0,0,0,0,7050,12001401,63099,-1,6652000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
5510,[Specific] Scattershot throw,1,200,1,0,1,1,0,0,0,361,20100,5510,-1,11,-1,11,0,0,0,0,0,0,0,0,0,7050,10000000,63099,-1,22500000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
8000,Shield Strike,1,255,2,0,1,0,1,1,0,399,30000,8000,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,11004003,-1,-1,-1,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
